edad,sexo,tipo_universidad,prom_estudio_dia,prom_dia_whatsapp,prom_ciclo_pasado,ciclo,total_cursos_actuales,actividad_extracurricular_actual,horas_ejercicio_semanal,horas_sueño_xnoche,red_mas_usada,tiempo_max_sin_redes_dia,notificaciones_estudio_diario,dias_redes_antes_de_dormir,tipo_contenido_redes_sociales,satisfaccion_interaccion_social_presencial,afecta_concentracion_rendimiento,impacto_redes_actividades_extracurriculares,impacto_redes_salud_mental,momento_uso_redes_sociales,uso_redes_academicas,satisfaccion_rendimiento_academico,interaccion_persona_amigos_redes,frecuencia_descubrimiento_actividades_redes,prom_dia_instagram,prom_dia_tiktok,prom_dia_linkedin,prom_dia_x
20,Femenino,Privada,10,NA,16,6,8,No participo en ninguna,3,4,Whatsapp,6,3,5,Académico,5,1,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,4,8,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 1-3 horas
19,Femenino,Privada,4,Entre 1-3 horas,14,5,6,No participo en ninguna,2,6,Whatsapp,24,4,7,Entretenimiento,5,4,No tiene efecto,2,Noche(6pm-12 am),Sí,3,0,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,4,Entre 1-3 horas,14.5,6,6,No participo en ninguna,1,8,Whatsapp,3,10,3,Entretenimiento,4,5,No tiene efecto,5,Noche(6pm-12 am),Sí,3,0,2,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
20,Femenino,Pública,5.5,Entre 3-6 horas,0,1,6,Arte,0,5,Instagram,4,25,7,Entretenimiento,3,2,Motiva,2,Noche(6pm-12 am),Sí,3,1,5,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,3.5,Entre 1-3 horas,14,6,4,No participo en ninguna,0,6,Whatsapp,1,10,7,Entretenimiento,4,5,Desmotiva,5,Tarde (12 pm - 6pm),Sí,3,0,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
20,Masculino,Privada,2,Entre 1-3 horas,14,6,5,No participo en ninguna,2,7,Whatsapp,1,20,7,Entretenimiento,3,5,No tiene efecto,2,Madrugada (12am-6am),Sí,3,0,5,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Pública,2,Entre 1-3 horas,0,1,6,No participo en ninguna,1,6,Tiktok,10,3,7,Entretenimiento,4,5,Motiva,4,Tarde (12 pm - 6pm),Sí,3,3,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Pública,3,Entre 1-3 horas,13.8,4,5,Club Académico,0,7,Whatsapp,2,20,7,Entretenimiento,4,4,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,0,3,Entre 1-3 horas,Entre 1-3 horas,NA,0 horas (no lo uso)
21,Masculino,Pública,1,Entre 1-3 horas,13.5,5,3,No participo en ninguna,1,6,Whatsapp,2,10,7,Entretenimiento,4,5,Motiva,4,Tarde (12 pm - 6pm),Sí,3,10,2,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,1,Entre 1-3 horas,15,1,6,No participo en ninguna,0,5,Instagram,24,5,7,Entretenimiento,3,4,Motiva,3,Tarde (12 pm - 6pm),Sí,3,10,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
24,Femenino,Pública,6,Entre 1-3 horas,14.2,9,5,Voluntariado,2,6,Tiktok,2,6,7,Entretenimiento,5,1,Motiva,1,Noche(6pm-12 am),Sí,4,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Pública,5,Entre 6-9 horas,15,5,8,Voluntariado,2,8,Tiktok,2,7,7,Entretenimiento,3,3,Motiva,3,Noche(6pm-12 am),Sí,3,0,4,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,2.5,Entre 1-3 horas,13,5,4,Deportes,10,7,Whatsapp,1,10,7,Socializar,4,4,Desmotiva,4,Mañana (6am-11:59 am),No,4,5,3,Entre 3-6 horas,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso)
17,Femenino,Privada,1.5,Entre 6-9 horas,0,1,6,Arte,1,6,Whatsapp,4,4,7,Entretenimiento,5,2,Motiva,5,Noche(6pm-12 am),Sí,5,3,5,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Femenino,Privada,1.5,Entre 1-3 horas,17,6,1,Deportes,6,8,Instagram,6,2,2,Noticias,5,3,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,5,2,2,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,Entre 3-6 horas
22,Masculino,Privada,1.5,Entre 1-3 horas,12,3,4,No participo en ninguna,1,7,Facebook / meta,4,3,5,Entretenimiento,2,3,No tiene efecto,5,Tarde (12 pm - 6pm),No,4,8,2,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
21,Masculino,Privada,13,Entre 1-3 horas,14.5,8,5,Música,24,7,Tiktok,2,7,7,Entretenimiento,4,3,Motiva,4,Noche(6pm-12 am),No,3,NA,3,Entre 1-3 horas,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas
23,Masculino,Privada,5,Entre 3-6 horas,13.25,7,6,Deportes,3,7,Whatsapp,2,5,4,Entretenimiento,3,4,Motiva,3,Noche(6pm-12 am),Sí,3,3,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
24,Masculino,Privada,4,0 horas (no lo uso),17,10,5,No participo en ninguna,0,6,Otro,8,4,2,Socializar,3,3,Desmotiva,3,Noche(6pm-12 am),Sí,3,20,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
23,Femenino,Privada,5,Entre 3-6 horas,19,10,4,Voluntariado,5,6,Whatsapp,24,5,7,Entretenimiento,5,4,No tiene efecto,3,Noche(6pm-12 am),Sí,5,2,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Pública,5,Entre 1-3 horas,0,1,6,No participo en ninguna,0,6,Instagram,2,10,7,Socializar,3,4,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,4,0,1,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
21,Masculino,Privada,4,Entre 6-9 horas,14.3,6,6,No participo en ninguna,7,5,Whatsapp,1,100,7,Entretenimiento,3,3,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,3,5,1,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,3,Entre 9-12 horas,13,5,6,Voluntariado,3,6,Whatsapp,5,3,6,Entretenimiento,5,3,No tiene efecto,2,Noche(6pm-12 am),Sí,4,0,3,Entre 3-6 horas,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas
22,Masculino,Privada,14,NA,15.3,6,7,Club Académico,4,5,Whatsapp,5,4,7,Entretenimiento,4,5,No tiene efecto,4,Mañana (6am-11:59 am),Sí,4,7,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
18,Femenino,Pública,15,Entre 6-9 horas,0,1,6,No participo en ninguna,0,3,Instagram,1,30,7,Entretenimiento,5,3,Motiva,3,Tarde (12 pm - 6pm),Sí,3,3,5,Entre 6-9 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
24,Masculino,Privada,2,Entre 1-3 horas,15,8,4,No participo en ninguna,2,8,X (Twitter),4,3,7,Noticias,2,2,No tiene efecto,2,Tarde (12 pm - 6pm),Sí,3,0,2,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
21,Masculino,Privada,5,Entre 1-3 horas,13.5,6,6,Deportes,10,8,Tiktok,2,20,7,Entretenimiento,4,2,No tiene efecto,2,Noche(6pm-12 am),Sí,3,3,2,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,2,Entre 3-6 horas,14.1,3,6,No participo en ninguna,2,5,Tiktok,2,10,7,Entretenimiento,5,3,No tiene efecto,5,Tarde (12 pm - 6pm),Sí,3,15,3,Entre 3-6 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
22,Femenino,Privada,6,Entre 1-3 horas,15.3,6,6,No participo en ninguna,0,6,Tiktok,2,20,3,Entretenimiento,5,3,No tiene efecto,4,Noche(6pm-12 am),Sí,4,3,3,Entre 3-6 horas,Entre 6-9 horas,0 horas (no lo uso),Entre 1-3 horas
21,Femenino,Privada,3,Entre 1-3 horas,14.2,5,4,Arte,5,7,Whatsapp,6,10,7,Entretenimiento,3,3,Motiva,4,Noche(6pm-12 am),Sí,3,4,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,8,Entre 3-6 horas,15,4,8,No participo en ninguna,0,5,Tiktok,2,3,7,Entretenimiento,3,3,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,5,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Pública,1,Entre 1-3 horas,17.29,5,7,Arte,1,7,X (Twitter),3,5,7,Entretenimiento,4,5,Desmotiva,2,Noche(6pm-12 am),Sí,3,4,3,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 3-6 horas
19,Masculino,Pública,2,Entre 3-6 horas,13.5,3,6,No participo en ninguna,6,8,Tiktok,1,8,7,Entretenimiento,4,4,Desmotiva,3,Tarde (12 pm - 6pm),Sí,3,0,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,3,Entre 3-6 horas,14,7,6,No participo en ninguna,0,4,Tiktok,3,2,5,Entretenimiento,3,4,Desmotiva,4,Noche(6pm-12 am),Sí,3,0,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
28,Masculino,Pública,2.5,Entre 3-6 horas,13,4,4,Arte,4,5,X (Twitter),8,5,5,Entretenimiento,3,3,Motiva,3,Tarde (12 pm - 6pm),Sí,3,4,3,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 3-6 horas
27,Masculino,Pública,4,Entre 1-3 horas,20,7,8,No participo en ninguna,6,6,Otro,5,69,7,Entretenimiento,1,5,Desmotiva,5,Madrugada (12am-6am),No,1,69,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,4,Entre 3-6 horas,14,3,6,No participo en ninguna,2,6,Tiktok,5,5,7,Entretenimiento,4,4,Motiva,4,Noche(6pm-12 am),Sí,4,15,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 1-3 horas
21,Femenino,Privada,8,Entre 1-3 horas,15,7,5,No participo en ninguna,0,4,Whatsapp,3,6,4,Académico,3,3,No tiene efecto,3,Noche(6pm-12 am),Sí,3,10,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Pública,6,Entre 1-3 horas,12.5,2,5,No participo en ninguna,15,6,Whatsapp,5,1,7,Entretenimiento,4,3,No tiene efecto,2,Noche(6pm-12 am),No,3,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Pública,5,Entre 1-3 horas,12,2,5,Voluntariado,3,8,Whatsapp,2,3,6,Entretenimiento,3,4,No tiene efecto,4,Noche(6pm-12 am),Sí,4,0,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 3-6 horas
21,Masculino,Privada,6,Entre 1-3 horas,13,2,5,No participo en ninguna,2,6,Tiktok,4,3,5,Entretenimiento,3,4,Desmotiva,1,Tarde (12 pm - 6pm),Sí,3,6,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,7.5,Entre 1-3 horas,16,2,5,No participo en ninguna,0,8,Tiktok,2,8,5,Entretenimiento,3,5,Desmotiva,5,Noche(6pm-12 am),No,3,5,2,Entre 1-3 horas,Entre 3-6 horas,Entre 3-6 horas,Entre 1-3 horas
19,Masculino,Pública,6,Entre 1-3 horas,13,3,4,No participo en ninguna,2,7,Tiktok,1,12,7,Académico,4,5,Motiva,4,Tarde (12 pm - 6pm),Sí,2,2,4,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Pública,2,Entre 1-3 horas,0,1,7,No participo en ninguna,14,6,Tiktok,2,5,6,Entretenimiento,5,3,Motiva,3,Mañana (6am-11:59 am),Sí,4,15,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
21,Femenino,Privada,4,Entre 1-3 horas,12.88,4,6,Deportes,6,6,Tiktok,5,3,7,Socializar,5,3,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,4,4,5,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
23,Femenino,Privada,2.5,Entre 1-3 horas,0,1,7,No participo en ninguna,0,4,Whatsapp,9,15,2,Académico,5,4,No tiene efecto,3,Tarde (12 pm - 6pm),Sí,5,5,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Privada,3,Entre 1-3 horas,17,2,7,Voluntariado,2,4,Whatsapp,5,10,7,Académico,4,2,Motiva,3,Noche(6pm-12 am),Sí,4,3,4,0 horas (no lo uso),Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
21,Femenino,Privada,5,Entre 3-6 horas,15,8,5,Voluntariado,4,6,Whatsapp,6,3,7,Noticias,1,4,No tiene efecto,2,Noche(6pm-12 am),No,3,0,5,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Pública,2.5,Entre 1-3 horas,13,3,3,No participo en ninguna,7,6,Whatsapp,24,10,7,Entretenimiento,5,3,Motiva,2,Noche(6pm-12 am),Sí,3,0,5,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Pública,5,Entre 1-3 horas,12,3,4,Deportes,3,6,Whatsapp,3,10,4,Socializar,2,3,Motiva,3,Tarde (12 pm - 6pm),Sí,3,6,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Masculino,Pública,4,Entre 1-3 horas,11,3,2,No participo en ninguna,3,7,Tiktok,8,2,3,Entretenimiento,5,3,Motiva,4,Tarde (12 pm - 6pm),Sí,3,4,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,3,Entre 3-6 horas,17,5,6,No participo en ninguna,7,4,Discord,3,0,7,Entretenimiento,5,2,Motiva,4,Noche(6pm-12 am),Sí,4,0,4,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas
18,Masculino,Privada,2,Entre 9-12 horas,17.4,2,5,No participo en ninguna,3,5,Tiktok,23,6,3,Entretenimiento,3,4,No tiene efecto,5,Mañana (6am-11:59 am),Sí,3,0,4,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
19,Masculino,Privada,1,Entre 6-9 horas,18.5,5,6,No participo en ninguna,0,7,Whatsapp,2,10,7,Entretenimiento,4,3,No tiene efecto,4,Noche(6pm-12 am),Sí,3,0,1,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),Entre 1-3 horas
19,Masculino,Pública,4,Entre 1-3 horas,14,2,6,Voluntariado,6,6,Whatsapp,24,3,3,Entretenimiento,4,2,No tiene efecto,2,Noche(6pm-12 am),Sí,2,0,4,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,6,Entre 3-6 horas,16,6,5,Voluntariado,3,6,Tiktok,2,10,7,Entretenimiento,3,2,Motiva,1,Noche(6pm-12 am),Sí,4,0,5,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,6,Entre 3-6 horas,16,6,6,Club Académico,2,8,Tiktok,4,6,2,Académico,3,2,No tiene efecto,2,Noche(6pm-12 am),NA,3,2,2,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
20,Masculino,Privada,1.6,Entre 1-3 horas,16,5,5,Deportes,6,6,X (Twitter),8,4,4,Entretenimiento,3,3,Motiva,3,Mañana (6am-11:59 am),Sí,3,6,3,0 horas (no lo uso),Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
19,Femenino,Privada,4,Entre 1-3 horas,15.5,4,6,No participo en ninguna,4,5,Instagram,6,5,7,Entretenimiento,5,1,No tiene efecto,1,Noche(6pm-12 am),Sí,3,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
23,Femenino,Privada,4,Entre 1-3 horas,14,6,4,Música,4,7,Whatsapp,3,NA,7,Entretenimiento,2,4,Desmotiva,5,Noche(6pm-12 am),Sí,3,2,1,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
22,Masculino,Privada,5,Entre 1-3 horas,15,4,7,Música,3,6,X (Twitter),1,10,6,Entretenimiento,3,3,Motiva,3,Tarde (12 pm - 6pm),Sí,3,2,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas
19,Masculino,Pública,4,Entre 3-6 horas,12,2,8,Voluntariado,0,6,Whatsapp,3,15,5,Socializar,3,4,No tiene efecto,4,Madrugada (12am-6am),Sí,3,5,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,1,Entre 1-3 horas,0,1,6,No participo en ninguna,1,7,Instagram,3,5,7,Socializar,4,4,Motiva,2,Noche(6pm-12 am),No,4,12,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Masculino,Privada,5,Entre 6-9 horas,15,7,5,Deportes,12,8,Instagram,4,2,7,Entretenimiento,4,3,No tiene efecto,4,Noche(6pm-12 am),Sí,3,1,3,Entre 6-9 horas,Entre 3-6 horas,Entre 1-3 horas,Entre 6-9 horas
19,Masculino,Privada,6,Entre 1-3 horas,0,1,7,Arte,14,5,Instagram,4,7,3,Académico,4,2,Motiva,3,Tarde (12 pm - 6pm),Sí,5,50,5,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
24,Masculino,Privada,2.7,NA,16,6,7,Música,4,8,Whatsapp,5,7,3,Noticias,5,3,Desmotiva,1,Tarde (12 pm - 6pm),Sí,3,0,4,NA,NA,NA,Entre 6-9 horas
22,Femenino,Privada,3,Entre 1-3 horas,19,3,7,Deportes,5,7,Whatsapp,4,15,7,Académico,3,1,Motiva,4,Tarde (12 pm - 6pm),Sí,5,0,4,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,3.5,Entre 1-3 horas,0,1,6,Deportes,1,6,X (Twitter),2,4,4,Entretenimiento,5,3,Motiva,4,Noche(6pm-12 am),Sí,4,3,2,Entre 1-3 horas,0 horas (no lo uso),Entre 1-3 horas,Entre 3-6 horas
18,Masculino,Privada,3,Entre 3-6 horas,14.57,3,7,Club Académico,2,4,Whatsapp,1,30,7,Socializar,5,2,Motiva,1,Mañana (6am-11:59 am),Sí,2,4,2,Entre 3-6 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
21,Masculino,Pública,6,Entre 3-6 horas,13,5,6,Voluntariado,10,7,Tiktok,3,1,7,Entretenimiento,4,2,No tiene efecto,2,Noche(6pm-12 am),Sí,4,0,4,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Masculino,Privada,3,Entre 3-6 horas,15,4,5,No participo en ninguna,0,6,Whatsapp,4,10,4,Entretenimiento,3,3,No tiene efecto,3,Noche(6pm-12 am),Sí,4,0,3,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,5,Entre 3-6 horas,17.6,3,3,No participo en ninguna,0,4,X (Twitter),1,15,7,Entretenimiento,3,5,Desmotiva,5,Noche(6pm-12 am),No,1,0,1,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
17,Masculino,Privada,1,Entre 3-6 horas,17.28,3,4,No participo en ninguna,0,6,Whatsapp,24,0,7,Noticias,3,5,Desmotiva,5,Madrugada (12am-6am),Sí,1,0,1,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,3,Entre 3-6 horas,15.49,10,3,Arte,6,7,Instagram,4,5,2,Entretenimiento,4,3,Desmotiva,3,Noche(6pm-12 am),No,4,50,4,Entre 3-6 horas,Entre 1-3 horas,Entre 6-9 horas,0 horas (no lo uso)
18,Femenino,Privada,4,Entre 3-6 horas,15.6,3,6,No participo en ninguna,0,4,Whatsapp,1,15,7,Entretenimiento,3,4,Desmotiva,3,Mañana (6am-11:59 am),Sí,3,0,4,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso),Entre 1-3 horas
22,Masculino,Privada,2,Entre 1-3 horas,15,9,5,No participo en ninguna,1,5,Otro,1,10,4,Entretenimiento,5,2,No tiene efecto,2,Noche(6pm-12 am),Sí,3,0,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 3-6 horas
23,Masculino,Privada,8,Entre 9-12 horas,11,6,4,Deportes,1,6,Tiktok,2,4,2,Entretenimiento,3,5,No tiene efecto,5,Mañana (6am-11:59 am),Sí,3,2,2,0 horas (no lo uso),Entre 9-12 horas,0 horas (no lo uso),0 horas (no lo uso)
20,Femenino,Privada,1.8,Entre 6-9 horas,12,5,4,Música,8,8,Facebook / meta,2,2,4,Entretenimiento,5,5,Motiva,5,Noche(6pm-12 am),Sí,5,10,4,Entre 6-9 horas,Entre 6-9 horas,Entre 6-9 horas,Entre 6-9 horas
19,Femenino,Privada,7,Entre 9-12 horas,14,8,4,No participo en ninguna,4,5,Whatsapp,4,5,5,Entretenimiento,5,5,Desmotiva,5,Noche(6pm-12 am),Sí,5,5,5,0 horas (no lo uso),Entre 9-12 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,2,Entre 6-9 horas,15,6,3,Voluntariado,3,5,Tiktok,5,3,7,Entretenimiento,3,3,Motiva,3,Noche(6pm-12 am),Sí,3,4,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Femenino,Privada,4,Entre 1-3 horas,13.87,3,6,No participo en ninguna,2,6,Tiktok,2,5,7,Entretenimiento,4,4,No tiene efecto,3,Noche(6pm-12 am),Sí,4,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
19,Masculino,Privada,4,Entre 1-3 horas,14.5,3,6,No participo en ninguna,0,6,Instagram,12,2,7,Entretenimiento,3,1,No tiene efecto,3,Noche(6pm-12 am),Sí,2,5,1,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,6,Entre 1-3 horas,12,8,4,No participo en ninguna,2,6,Whatsapp,5,6,3,Académico,3,3,Motiva,3,Tarde (12 pm - 6pm),Sí,4,10,3,0 horas (no lo uso),Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso)
27,Masculino,Privada,1,Entre 1-3 horas,14,10,6,Deportes,3,7,X (Twitter),1,10,7,Entretenimiento,4,4,No tiene efecto,3,Noche(6pm-12 am),Sí,3,0,3,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas,Entre 1-3 horas
25,Masculino,Pública,4,Entre 3-6 horas,11,4,5,Deportes,4,7,Instagram,4,48,7,Entretenimiento,5,1,No tiene efecto,1,Tarde (12 pm - 6pm),Sí,3,1,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
28,Masculino,Privada,4,Entre 3-6 horas,17.9,5,7,No participo en ninguna,0,6,Tiktok,1,6,7,Noticias,1,3,No tiene efecto,1,Noche(6pm-12 am),Sí,4,2,3,Entre 1-3 horas,Entre 3-6 horas,Entre 1-3 horas,0 horas (no lo uso)
18,Femenino,Privada,7,Entre 3-6 horas,0,1,6,Voluntariado,4,7,Tiktok,4,10,7,Entretenimiento,5,4,No tiene efecto,3,Noche(6pm-12 am),Sí,3,0,2,Entre 6-9 horas,Entre 6-9 horas,0 horas (no lo uso),0 horas (no lo uso)
17,Masculino,Privada,4.2,Entre 1-3 horas,13.95,3,5,Voluntariado,5,7,Whatsapp,5,4,3,Entretenimiento,4,5,No tiene efecto,3,Noche(6pm-12 am),Sí,3,2,3,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,3,Entre 3-6 horas,13,5,6,No participo en ninguna,0,7,Tiktok,2,10,2,Entretenimiento,3,3,Desmotiva,3,Noche(6pm-12 am),Sí,4,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,2,Entre 1-3 horas,15,6,6,Deportes,1,8,Tiktok,3,3,5,Entretenimiento,5,2,No tiene efecto,1,Noche(6pm-12 am),Sí,4,6,3,0 horas (no lo uso),Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
23,Masculino,Privada,2,Entre 1-3 horas,14,6,3,Deportes,12,6,Whatsapp,4,10,7,Noticias,3,2,Motiva,2,Tarde (12 pm - 6pm),Sí,4,0,3,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso)
21,Femenino,Privada,5,Entre 6-9 horas,15,5,6,No participo en ninguna,0,4,Whatsapp,3,5,7,Entretenimiento,5,3,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,4,6,3,Entre 1-3 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,3,Entre 1-3 horas,14.5,2,4,Deportes,3,6,Whatsapp,2,3,6,Entretenimiento,5,2,Motiva,4,Tarde (12 pm - 6pm),Sí,4,0,4,Entre 1-3 horas,0 horas (no lo uso),0 horas (no lo uso),0 horas (no lo uso)
18,Femenino,Privada,4,Entre 1-3 horas,15,5,7,No participo en ninguna,0,6,X (Twitter),3,10,7,Socializar,4,3,No tiene efecto,4,Tarde (12 pm - 6pm),Sí,3,0,4,Entre 1-3 horas,Entre 1-3 horas,0 horas (no lo uso),Entre 6-9 horas
22,Masculino,Privada,2.5,Entre 6-9 horas,15.86,10,2,No participo en ninguna,1,8,Whatsapp,2,20,4,Entretenimiento,4,4,No tiene efecto,4,Noche(6pm-12 am),Sí,4,10,2,Entre 1-3 horas,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso)
25,Masculino,Privada,8,Entre 3-6 horas,18,10,6,Música,6,8,Instagram,4,8,5,Entretenimiento,5,5,Motiva,3,Noche(6pm-12 am),Sí,NA,5,3,Entre 3-6 horas,Entre 3-6 horas,0 horas (no lo uso),0 horas (no lo uso)
